unit,cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL
1,0.027700831024930747,0.6153846153846154,0.25,0.0,518.67,0.31402439024387263,0.23348593852191613,0.3242814318462379,14.62,21.61,0.755233494363921,0.22727272727297532,0.12510096024410444,1.3,0.17857142857142705,0.5778251599147097,0.1911764705882888,0.19779989523310348,0.4197768372450952,0.03,0.3333333333333357,2388,100.0,0.6201550387596875,0.8070974868820784,181
1,0.030470914127423823,0.6035502958579883,0.6666666666666667,0.0,518.67,0.24695121951216947,0.26967516895575017,0.31564098042673194,14.62,21.61,0.7520128824476586,0.2878787878789808,0.12402405097370917,1.3,0.19642857142857295,0.6631130063965855,0.20588235294098922,0.16464117338920659,0.26510196229319405,0.03,0.25,2388,100.0,0.7131782945736447,0.6514774924054123,180
1,0.0332409972299169,0.39644970414201186,0.8333333333333334,0.0,518.67,0.5548780487804947,0.24307826466100124,0.32763181096808225,14.62,21.61,0.5780998389694076,0.33333333333303017,0.11258188997577179,1.3,0.31547619047619335,0.6737739872068289,0.29411764705855603,0.13242535358826757,0.347441323585997,0.03,0.4166666666666714,2388,100.0,0.6124031007751931,0.5267881800607555,179
1,0.03601108033240997,0.562130177514793,0.5,0.0,518.67,0.3353658536585442,0.4776542402441706,0.29818374184447194,14.62,21.61,0.7455716586151482,0.2878787878789808,0.115049807053758,1.3,0.3511904761904745,0.6353944562899727,0.17647058823513362,0.16558407543216447,0.2751058099268988,0.03,0.4166666666666714,2388,100.0,0.8062015503875948,0.6743993371996666,178
1,0.038781163434903045,0.4023668639053255,0.25,0.0,518.67,0.35975609756096105,0.27861347285807625,0.3505554575912555,14.62,21.61,0.6103059581320451,0.31818181818198354,0.13681234855962998,1.3,0.26785714285714235,0.8123667377398789,0.29411764705855603,0.12959664745940103,0.3655252020007751,0.03,0.25,2388,100.0,0.6589147286821699,0.6293841480254088,177
1,0.04155124653739612,0.5443786982248521,0.9166666666666667,0.0,518.67,0.26829268292681263,0.3693045563549191,0.3923470287427264,14.62,21.61,0.6586151368760227,0.22727272727297532,0.12388943731490798,1.3,0.23214285714285765,0.5970149253731307,0.2794117647058556,0.17438449449973348,0.26433243555213437,0.03,0.3333333333333357,2388,100.0,0.6434108527131777,0.7743717205191913,176
1,0.0443213296398892,0.5207100591715976,0.6666666666666667,0.0,518.67,0.4054878048780495,0.30346631785481293,0.3121142655616289,14.62,21.61,0.6360708534621438,0.24242424242402194,0.14892757785156618,1.3,0.1607142857142847,0.6823027718550065,0.23529411764684482,0.18046097433211372,0.4974990380915756,0.03,0.3333333333333357,2388,100.0,0.5193798449612395,0.604391052195524,175
1,0.04709141274238227,0.3254437869822485,0.41666666666666663,0.0,518.67,0.4176829268292579,0.43601482450403495,0.2445776758949023,14.62,21.61,0.7004830917874472,0.22727272727297532,0.12483173292649496,1.3,0.2142857142857153,0.6545842217483937,0.2794117647058556,0.1566788894709248,0.2997306656406309,0.03,0.3333333333333357,2388,100.0,0.5813953488372086,0.6966307649820536,174
1,0.04986149584487534,0.6982248520710059,0.25,0.0,518.67,0.16463414634142737,0.36014824504033527,0.319167695291835,14.62,21.61,0.6972624798711706,0.2121212121210192,0.14475455442878626,1.3,0.32738095238095255,0.6823027718550065,0.2205882352941444,0.1378208486118382,0.4124663332050815,0.03,0.25,2388,100.0,0.5116279069767415,0.6244131455399042,173
1,0.05263157894736842,0.2899408284023669,0.5833333333333334,0.0,518.67,0.54573170731706,0.21953346413778263,0.4052195380003525,14.62,21.61,0.7987117552334837,0.22727272727297532,0.10845373777259226,1.3,0.2202380952380949,0.7206823027718627,0.20588235294098922,0.14085908852802476,0.36975759907656425,0.03,0.3333333333333357,2388,100.0,0.6899224806201545,0.7288041977354354,172
1,0.055401662049861494,0.4378698224852071,0.5833333333333334,0.0,518.67,0.3414634146341484,0.32766514061478347,0.28002116028919133,14.62,21.61,0.681159420289859,0.31818181818198354,0.11854976218253199,1.3,0.17857142857142705,0.7953091684434952,0.29411764705855603,0.16343635411210045,0.3078106964217042,0.03,0.3333333333333357,2388,100.0,0.7364341085271313,0.5742888704777656,171
1,0.05817174515235457,0.5207100591715976,0.5,0.0,518.67,0.4634146341463179,0.4772182254196693,0.3230470816434483,14.62,21.61,0.6086956521739069,0.2121212121210192,0.17715157497980272,1.3,0.23214285714285765,0.7057569296375306,0.2205882352941444,0.1445259298061785,0.3020392458637957,0.03,0.3333333333333357,2388,100.0,0.6046511627906987,0.6697045015189218,170
1,0.060941828254847646,0.7100591715976332,0.25,0.0,518.67,0.27134146341461474,0.373882712012211,0.22041967906894655,14.62,21.61,0.6650563607085331,0.22727272727297532,0.11015884411738597,1.3,0.23809523809523725,0.603411513859271,0.25,0.13137768465164612,0.38130050019238126,0.03,0.3333333333333357,2388,100.0,0.6201550387596875,0.7760287213476929,169
1,0.06371191135734072,0.44970414201183434,0.75,0.0,518.67,0.3445121951219505,0.43143666884674303,0.29201199083054163,14.62,21.61,0.5861513687600706,0.33333333333303017,0.09885129677824978,1.3,0.3511904761904745,0.7334754797441434,0.2205882352941444,0.1627029858564697,0.24701808387841595,0.03,0.3333333333333357,2388,100.0,0.6666666666666643,0.6564484948909097,168
1,0.0664819944598338,0.6449704142011835,0.16666666666666663,0.0,518.67,0.4634146341463179,0.5027250926531508,0.3022394639393404,14.62,21.61,0.6682769726247955,0.18181818181801646,0.14551736516198588,1.3,0.3035714285714306,0.8251599147121453,0.20588235294098922,0.1770036668412729,0.2570219315121207,0.03,0.4166666666666714,2388,100.0,0.6279069767441854,0.7381938690969321,167
1,0.06925207756232687,0.5088757396449705,0.6666666666666667,0.0,518.67,0.27743902439021895,0.393285371702639,0.24369599717862656,14.62,21.61,0.6859903381642596,0.25757575757597806,0.11388315534416904,1.3,0.24404761904761685,0.7654584221748308,0.26470588235270043,0.1484023048716594,0.3889957676029283,0.03,0.5,2388,100.0,0.5581395348837184,0.7190002761668026,166
1,0.07202216066481994,0.4378698224852071,0.16666666666666663,0.0,518.67,0.3628048780487916,0.42358840200567016,0.34544172103685256,14.62,21.61,0.6795491143317349,0.18181818181801646,0.11769720901013869,1.3,0.3095238095238102,0.7057569296375306,0.3676470588234224,0.16647459402828702,0.30665640631012536,0.03,0.4166666666666714,2388,100.0,0.6589147286821699,0.7636012151339386,165
1,0.07479224376731301,0.36686390532544383,0.9166666666666667,0.0,518.67,0.3353658536585442,0.2572487464573783,0.2976547346147065,14.62,21.61,0.7777777777777715,0.33333333333303017,0.12613299829489222,1.3,0.33333333333333215,0.8272921108742111,0.29411764705855603,0.1282346778418031,0.4132358599461341,0.03,0.1666666666666714,2388,100.0,0.6744186046511587,0.5383871858602589,164
1,0.07756232686980609,0.5798816568047338,0.41666666666666663,0.0,518.67,0.20121951219510947,0.30063222149553326,0.3304531828601647,14.62,21.61,0.7085346215780959,0.22727272727297532,0.1289598851296745,1.3,0.23214285714285765,0.7931769722814437,0.26470588235270043,0.15840754321634165,0.3616775682955051,0.03,0.4166666666666714,2388,100.0,0.6124031007751931,0.6427782380557829,163
1,0.08033240997229917,0.37869822485207105,0.5,0.0,518.67,0.2896341463414558,0.49008066274253537,0.2438723329218817,14.62,21.61,0.7278582930756841,0.25757575757597806,0.10719734362380251,1.3,0.32738095238095255,0.7462686567164241,0.17647058823513362,0.18355159769512852,0.3139669103501319,0.03,0.1666666666666714,2388,100.0,0.7054263565891432,0.7136150234741834,162
1,0.08310249307479224,0.591715976331361,0.9166666666666667,0.0,518.67,0.23475609756096105,0.2864617396991562,0.2583318638688077,14.62,21.61,0.6892109500805219,0.2727272727270247,0.16624786861707008,1.3,0.33333333333333215,0.6950959488273014,0.26470588235270043,0.11765322158197478,0.3289726818006926,0.03,0.3333333333333357,2388,100.0,0.6201550387596875,0.6090858878762759,161
1,0.08587257617728532,0.5384615384615385,0.25,0.0,518.67,0.32926829268294,0.44342707652060653,0.3193440310350901,14.62,21.61,0.8228663446054867,0.2121212121210192,0.13120344610966583,1.3,0.23809523809523725,0.6886993603411469,0.2794117647058556,0.14080670508118942,0.34590227010388475,0.03,0.3333333333333357,2388,100.0,0.6821705426356601,0.8363711681855861,160
1,0.0886426592797784,0.2603550295857988,0.16666666666666663,0.0,518.67,0.44512195121950526,0.37846086766950293,0.35584552988891005,14.62,21.61,0.7665056360708604,0.2121212121210192,0.11397289778335562,1.3,0.25595238095238315,0.6865671641790954,0.29411764705855603,0.16553169198532913,0.19392073874566762,0.03,0.3333333333333357,2388,100.0,0.5348837209302282,0.6302126484396595,159
1,0.09141274238227147,0.5976331360946746,0.41666666666666663,0.0,518.67,0.39329268292681263,0.2273817309788555,0.32146005995415194,14.62,21.61,0.7165861513687588,0.19696969696997257,0.11096652607017887,1.3,0.3690476190476204,0.6417910447761273,0.3088235294117112,0.12462022001047046,0.42323970757984597,0.03,0.3333333333333357,2388,100.0,0.5193798449612395,0.573046119856393,158
1,0.09418282548476455,0.5266272189349113,0.6666666666666667,0.0,518.67,0.3628048780487916,0.413342053629826,0.3658966672544537,14.62,21.61,0.7165861513687588,0.2121212121210192,0.10782554069820094,1.3,0.2738095238095255,0.6524520255863564,0.1911764705882888,0.19565217391303946,0.4544055405925391,0.03,0.25,2388,100.0,0.7674418604651159,0.721071527202426,157
1,0.09695290858725762,0.485207100591716,0.3333333333333333,0.0,518.67,0.39329268292681263,0.2328319162851571,0.4106859460412622,14.62,21.61,0.7536231884057969,0.16666666666696983,0.10244099434622456,1.3,0.23809523809523725,0.7739872068230369,0.23529411764684482,0.15536930330015508,0.3836090804155461,0.03,0.3333333333333357,2388,100.0,0.5581395348837184,0.740955537144437,156
1,0.0997229916897507,0.485207100591716,0.5,0.0,518.67,0.22560975609755474,0.175931981687377,0.293599012519838,14.62,21.61,0.7697262479871227,0.25757575757597806,0.15126088127075832,1.3,0.26190476190476275,0.7675906183368824,0.23529411764684482,0.15259298061812387,0.3435936898807199,0.03,0.3333333333333357,2388,100.0,0.6589147286821699,0.7470312068489307,155
1,0.10249307479224376,0.4023668639053255,0.3333333333333333,0.0,518.67,0.20731707317071368,0.40462175713974347,0.3041791571151471,14.62,21.61,0.780998389694048,0.2727272727270247,0.1504980705375587,1.3,0.25000000000000355,0.7953091684434952,0.29411764705855603,0.1770036668412729,0.3497499038091618,0.03,0.3333333333333357,2388,100.0,0.7131782945736447,0.8044739022369498,154
1,0.10526315789473684,0.33136094674556216,0.41666666666666663,0.0,518.67,0.23170731707315895,0.2653150207107089,0.3251631105625101,14.62,21.61,0.6634460547504091,0.18181818181801646,0.13474827245804732,1.3,0.1607142857142847,0.7547974413646159,0.25,0.15185961236249312,0.34282416313966735,0.03,0.3333333333333357,2388,100.0,0.4341085271317837,0.6568627450980387,153
1,0.10803324099722991,0.5088757396449705,0.16666666666666663,0.0,518.67,0.3018292682926642,0.24068018312622996,0.3442073708340665,14.62,21.61,0.7600644122383358,0.24242424242402194,0.1402225612492103,1.3,0.2857142857142847,0.6716417910447774,0.1911764705882888,0.1477737035096851,0.20584840323201092,0.03,0.3333333333333357,2388,100.0,0.5426356589147296,0.666528583264288,152
1,0.11080332409972299,0.7041420118343196,0.8333333333333334,0.0,518.67,0.35060975609755474,0.4419010246348378,0.36959971786281187,14.62,21.61,0.6231884057971087,0.24242424242402194,0.12231894462891546,1.3,0.1428571428571459,0.7206823027718627,0.2205882352941444,0.18470403352540643,0.4313197383609051,0.03,0.3333333333333357,2388,100.0,0.7674418604651159,0.7597348798674446,151
1,0.11357340720221606,0.5384615384615385,0.16666666666666663,0.0,518.67,0.2652439024390105,0.296926095487251,0.33733027684711914,14.62,21.61,0.6586151368760227,0.2727272727270247,0.15853001884590867,1.3,0.38095238095238315,0.7547974413646159,0.25,0.14698795180722612,0.3416698730280885,0.03,0.3333333333333357,2388,100.0,0.6666666666666643,0.6639049986191665,150
1,0.11634349030470914,0.34911242603550297,0.9166666666666667,0.0,518.67,0.3018292682926642,0.44647918029212974,0.4196790689472749,14.62,21.61,0.6167471819645698,0.19696969696997257,0.16220945885309135,1.3,0.2797619047619051,0.8635394456290015,0.3088235294117112,0.12781561026715593,0.3151212004617179,0.03,0.3333333333333357,2388,100.0,0.6589147286821699,0.5807787903893953,149
1,0.11911357340720222,0.5029585798816568,0.6666666666666667,0.0,518.67,0.20731707317071368,0.34663178548071016,0.33415623346852286,14.62,21.61,0.69243156199677,0.2121212121210192,0.11280624607377376,1.3,0.3571428571428612,0.7697228144989197,0.17647058823513362,0.14997380827658446,0.36629472874182767,0.03,0.3333333333333357,2388,100.0,0.7131782945736447,0.8024026512013265,148
1,0.12188365650969529,0.43195266272189353,0.5,0.0,518.67,0.3902439024390105,0.24809243514280155,0.29818374184447194,14.62,21.61,0.6409017713365586,0.2727272727270247,0.17315803643543148,1.3,0.3571428571428612,0.6481876332622676,0.25,0.13352540597171014,0.3270488649480612,0.03,0.4166666666666714,2388,100.0,0.5038759689922472,0.6905550952775457,147
1,0.12465373961218837,0.5266272189349113,0.5833333333333334,0.0,518.67,0.35975609756096105,0.37606278613473165,0.3353905836713089,14.62,21.61,0.6296296296296333,0.24242424242402194,0.17342726375302675,1.3,0.2083333333333357,0.7100213219616194,0.29411764705855603,0.13562074384494593,0.28010773374374764,0.03,0.4166666666666714,2388,100.0,0.6124031007751931,0.6632145816072921,146
1,0.12742382271468145,0.5088757396449705,0.9166666666666667,0.0,518.67,0.2926829268292579,0.20231087856987529,0.363956974078647,14.62,21.61,0.7294685990338223,0.24242424242402194,0.13600466660684418,1.3,0.2202380952380949,0.6716417910447774,0.25,0.12252488213724178,0.2785686802616425,0.03,0.3333333333333357,2388,100.0,0.6589147286821699,0.8189726594863345,145
1,0.13019390581717452,0.6213017751479291,0.5833333333333334,0.0,518.67,0.19512195121950526,0.3808589492042742,0.29818374184447194,14.62,21.61,0.6714975845410578,0.2727272727270247,0.1055819797182096,1.3,0.32738095238095255,0.6865671641790954,0.26470588235270043,0.14232582503928626,0.4336283185840699,0.03,0.3333333333333357,2388,100.0,0.6201550387596875,0.6500966583816634,144
1,0.1329639889196676,0.42603550295857995,0.9166666666666667,0.0,518.67,0.2987804878048621,0.29016786570743847,0.2734967377887507,14.62,21.61,0.7053140096618336,0.25757575757597806,0.1297226958628741,1.3,0.2202380952380949,0.5714285714285694,0.23529411764684482,0.17108433734939155,0.3470565602154707,0.03,0.3333333333333357,2388,100.0,0.7131782945736447,0.7671913835956943,143
1,0.13573407202216067,0.31952662721893493,0.41666666666666663,0.0,518.67,0.4634146341463179,0.3804229343797729,0.37682948333626953,14.62,21.61,0.6553945249597319,0.24242424242402194,0.12056896706452847,1.3,0.3690476190476204,0.7761194029850884,0.3088235294117112,0.1282346778418031,0.33358984224702226,0.03,0.3333333333333357,2388,100.0,0.550387596899224,0.7130626898646781,142
1,0.13850415512465375,0.44970414201183434,0.75,0.0,518.67,0.4756097560975263,0.31611074776542836,0.32040204549462104,14.62,21.61,0.6247987117552327,0.18181818181801646,0.11379341290496114,1.3,0.1607142857142847,0.6865671641790954,0.25,0.16521739130434554,0.4828780300115483,0.03,0.4166666666666714,2388,100.0,0.6201550387596875,0.6502347417840397,141
1,0.14127423822714683,0.6153846153846154,0.41666666666666663,0.0,518.67,0.4603658536585158,0.27752343579682304,0.23487921001586898,14.62,21.61,0.5136876006441184,0.2121212121210192,0.15381854078793822,1.3,0.13095238095238315,0.7270788912580031,0.2794117647058556,0.15715034049240018,0.4963447479799967,0.03,0.25,2388,100.0,0.6666666666666643,0.6139188069594042,140
1,0.1440443213296399,0.6331360946745562,0.41666666666666663,0.0,518.67,0.4146341463414558,0.1914105079572721,0.3528478222535689,14.62,21.61,0.6940418679549083,0.22727272727297532,0.13201112806245874,1.3,0.26190476190476275,0.6972281449893529,0.26470588235270043,0.1653221581980091,0.4497883801462166,0.03,0.3333333333333357,2388,100.0,0.5891472868217029,0.6673570836785458,139
1,0.14681440443213295,0.49704142011834324,0.9166666666666667,0.0,518.67,0.35670731707315895,0.4698059734030977,0.33415623346852286,14.62,21.61,0.6602254428341467,0.2121212121210192,0.15507493493673508,1.3,0.31547619047619335,0.7995735607675982,0.26470588235270043,0.14211629125195913,0.3616775682955051,0.03,0.3333333333333357,2388,100.0,0.6356589147286797,0.47031206848937046,138
1,0.14958448753462603,0.562130177514793,0.5,0.0,518.67,0.35365853658535684,0.3032483104425623,0.3408569917122186,14.62,21.61,0.7407407407407476,0.2121212121210192,0.12209458853092059,1.3,0.32738095238095255,0.7292110874200404,0.20588235294098922,0.1638554216867476,0.31627549057329674,0.03,0.3333333333333357,2388,100.0,0.7131782945736447,0.6386357359845363,137
1,0.1523545706371191,0.5502958579881657,0.3333333333333333,0.0,518.67,0.3780487804878021,0.3333333333333357,0.3263974607652962,14.62,21.61,0.6650563607085331,0.16666666666696983,0.09283855335188207,1.3,0.24404761904761685,0.8081023454157901,0.23529411764684482,0.1706652697747444,0.29742208541747317,0.03,0.25,2388,100.0,0.4186046511627879,0.616680475006909,136
1,0.15512465373961218,0.31360946745562135,0.5,0.0,518.67,0.26829268292681263,0.2753433616743024,0.36219361664609195,14.62,21.61,0.5748792270531311,0.22727272727297532,0.13044063537646622,1.3,0.26190476190476275,0.6247334754797436,0.29411764705855603,0.17108433734939155,0.39015005771450717,0.03,0.3333333333333357,2388,100.0,0.5426356589147296,0.6386357359845363,135
1,0.15789473684210525,0.42603550295857995,0.5833333333333334,0.0,518.67,0.19817073170730737,0.4233703945934195,0.2775524598836192,14.62,21.61,0.690821256038646,0.2878787878789808,0.12833168805528317,1.3,0.24404761904761685,0.7505330490405271,0.23529411764684482,0.1532739654269264,0.41169680646402895,0.03,0.1666666666666714,2388,100.0,0.6124031007751931,0.5455675227837631,134
1,0.16066481994459833,0.4733727810650888,0.6666666666666667,0.0,518.67,0.32926829268294,0.5598430346631815,0.3748897901604664,14.62,21.61,0.7681159420289845,0.25757575757597806,0.1271201651260867,1.3,0.24404761904761685,0.5607675906183403,0.20588235294098922,0.13614457831325666,0.47210465563678383,0.03,0.3333333333333357,2388,100.0,0.6046511627906987,0.7597348798674446,133
1,0.1634349030470914,0.44970414201183434,0.3333333333333333,0.0,518.67,0.3323170731707421,0.2552866797471154,0.3671310174572362,14.62,21.61,0.6682769726247955,0.24242424242402194,0.13443417392085166,1.3,0.33333333333333215,0.8102345415778274,0.2205882352941444,0.1575170246202191,0.24201616006156712,0.03,0.4166666666666714,2388,100.0,0.5813953488372086,0.6804750069041674,132
1,0.16620498614958448,0.5325443786982249,0.9166666666666667,0.0,518.67,0.2591463414634063,0.2727272727272734,0.4103332745547519,14.62,21.61,0.6827697262479973,0.31818181818198354,0.12945346854527884,1.3,0.2738095238095255,0.7782515991471257,0.3088235294117112,0.15107386066002704,0.39053482108503346,0.03,0.25,2388,100.0,0.5813953488372086,0.6484396575531619,131
1,0.16897506925207756,0.5325443786982249,0.5833333333333334,0.0,518.67,0.28048780487802105,0.22999781992587742,0.3048845000881677,14.62,21.61,0.7407407407407476,0.3030303030300274,0.14309431930360006,1.3,0.25595238095238315,0.7462686567164241,0.32352941176441163,0.15432163436354074,0.31627549057329674,0.03,0.25,2388,100.0,0.6899224806201545,0.5198840099420039,130
1,0.17174515235457063,0.5976331360946746,0.6666666666666667,0.0,518.67,0.4115853658536537,0.45999563985176195,0.23152883089402465,14.62,21.61,0.5845410628019323,0.24242424242402194,0.12667145293008986,1.3,0.39285714285714235,0.6119402985074487,0.1911764705882888,0.14620220010476004,0.42631781454405626,0.03,0.5,2388,100.0,0.4883720930232549,0.6205468102734031,129
1,0.1745152354570637,0.6094674556213018,0.6666666666666667,0.0,518.67,0.2987804878048621,0.29365598430347006,0.31493563745371134,14.62,21.61,0.6489533011272073,0.3030303030300274,0.09844745580185332,1.3,0.3571428571428612,0.6673773987206886,0.23529411764684482,0.13268727082241583,0.3143516737206582,0.03,0.25,2388,100.0,0.6124031007751931,0.6763325048329207,128
1,0.1772853185595568,0.5088757396449705,0.9166666666666667,0.0,518.67,0.31402439024387263,0.298234139960762,0.3701287250925773,14.62,21.61,0.6634460547504091,0.19696969696997257,0.09997307726824545,1.3,0.422619047619051,0.6076759061833599,0.3676470588234224,0.15777894185436736,0.44517121969988693,0.03,0.3333333333333357,2388,100.0,0.5891472868217029,0.664181165423912,127
1,0.18005540166204986,0.4674556213017752,0.16666666666666663,0.0,518.67,0.3810975609756042,0.38064094179202357,0.3045318286016574,14.62,21.61,0.6682769726247955,0.24242424242402194,0.16925424033025394,1.3,0.17261904761904745,0.6545842217483937,0.25,0.13357778941853837,0.2547133512889559,0.03,0.25,2388,100.0,0.6279069767441854,0.5813311239988934,126
1,0.18282548476454294,0.6035502958579883,0.16666666666666663,0.0,518.67,0.32926829268294,0.41813821669936857,0.36624933874096044,14.62,21.61,0.7181964573268829,0.3030303030300274,0.12792784707888671,1.3,0.32142857142857295,0.842217484008529,0.29411764705855603,0.1636982713462487,0.2601000384763381,0.03,0.4166666666666714,2388,100.0,0.6434108527131777,0.547914940624139,125
1,0.18559556786703602,0.4023668639053255,0.5,0.0,518.67,0.3841463414634063,0.24024416830172157,0.3909363427966852,14.62,21.61,0.6747181964573201,0.3030303030300274,0.13483801489724812,1.3,0.3035714285714306,0.6460554371002161,0.2794117647058556,0.1548978522786797,0.38207002693344094,0.03,0.3333333333333357,2388,100.0,0.6279069767441854,0.5843689588511438,124
1,0.1883656509695291,0.37869822485207105,0.9166666666666667,0.0,518.67,0.3628048780487916,0.42860257248747047,0.33486157644154346,14.62,21.61,0.7729468599033851,0.25757575757597806,0.12949833976487923,1.3,0.33333333333333215,0.7526652452025644,0.32352941176441163,0.1378208486118382,0.4013081954597908,0.03,0.3333333333333357,2388,100.0,0.6666666666666643,0.6628003314001631,123
1,0.19113573407202217,0.4792899408284024,0.6666666666666667,0.0,518.67,0.29573170731706,0.2829736211031175,0.3620172809028368,14.62,21.61,0.6698872785829337,0.31818181818198354,0.14224176613120676,1.3,0.33333333333333215,0.6908315565031842,0.35294117647026724,0.14426401257202315,0.39630627164294197,0.03,0.3333333333333357,2388,100.0,0.5581395348837184,0.7692626346313176,122
1,0.19390581717451524,0.6035502958579883,0.25,0.0,518.67,0.2926829268292579,0.20427294528014528,0.3674836889437465,14.62,21.61,0.6779388083735824,0.19696969696997257,0.10930629094499267,1.3,0.26785714285714235,0.6460554371002161,0.3088235294117112,0.16479832372969838,0.3774528664871113,0.03,0.25,2388,100.0,0.5116279069767415,0.6819939243302997,121
1,0.19667590027700832,0.4082840236686391,0.5833333333333334,0.0,518.67,0.35365853658535684,0.17898408545890732,0.43308058543466643,14.62,21.61,0.6296296296296333,0.25757575757597806,0.14668401687158195,1.3,0.25000000000000355,0.6993603411513902,0.3088235294117112,0.16306966998428152,0.2701038861100429,0.03,0.25,2388,100.0,0.5426356589147296,0.5720795360397659,120
1,0.1994459833795014,0.4378698224852071,0.3333333333333333,0.0,518.67,0.31707317073167474,0.4578155657292342,0.2764944454240883,14.62,21.61,0.6489533011272073,0.19696969696997257,0.12523557390289852,1.3,0.26190476190476275,0.7142857142857082,0.32352941176441163,0.1415924567836555,0.30434782608696054,0.03,0.25,2388,100.0,0.6899224806201545,0.694973764153552,119
1,0.20221606648199447,0.668639053254438,0.5833333333333334,0.0,518.67,0.5213414634146432,0.2967080880750004,0.3390936342796671,14.62,21.61,0.6731078904991961,0.25757575757597806,0.10822938167459739,1.3,0.4345238095238102,0.7590618336887047,0.1323529411756681,0.1563645887899412,0.3409003462870359,0.03,0.3333333333333357,2388,100.0,0.5116279069767415,0.673570836785423,118
